color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Triplets of Belleville,2003,PG-13,13 Feb 2004,80 min,"Animation, Adventure, Comedy",Sylvain Chomet,Sylvain Chomet,"Michèle Caucheteux, Jean-Claude Donda, Michel Robin","Madame Souza, an elderly woman, instills in her grandson Champion (for who she acts as his guardian) a love of cycling. As a young man, he does become a dedicated road racer with his grandmother as his trainer. During a mountainous leg of the Tour de France in which Champion is racing, he goes missing. Evidence points to him being kidnapped. Indeed, he and two of his competitors were kidnapped, the kidnappers who want to use the threesome's unique skills for nefarious purposes. With Champion's overweight and faithful pet dog Bruno at her side, Madame Souza goes looking for Champion. Their trek takes them overseas to the town of Belleville. Without any money, Madame Souza and Bruno are befriended and taken in by three eccentric elderly women, who were once the renowned jazz singing group The Triplets of Belleville. The triplets help Madame Souza and Bruno try to locate and rescue Champion.","French, Portuguese","France, Belgium, Canada, United Kingdom, Latvia, United States",Nominated for 2 Oscars. 21 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BNGRiOTIwNTAtYWM2Yy00Yzc4LTkyZjEtNTM3NTIyZTNhMzg1XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.7,"55,387",tt0286244,movie,15 Feb 2005,"$7,007,149",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smoke Signals,1998,PG-13,27 Nov 1998,89 min,"Comedy, Drama",Chris Eyre,Sherman Alexie,"Adam Beach, Evan Adams, Irene Bedard","Young Native American man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family (and his tough son Victor), and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains, but only if Thomas can also go with him. Thomas and Victor hit the road.",English,United States,12 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMjA4MjU1NTg0NF5BMl5BanBnXkFtZTgwODYwMDQ1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,"12,070",tt0120321,movie,07 Jun 2011,"$6,745,362",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Splendor,2003,R,12 Sep 2003,101 min,"Biography, Comedy, Drama","Shari Springer Berman, Robert Pulcini","Harvey Pekar, Joyce Brabner, Shari Springer Berman","Paul Giamatti, Shari Springer Berman, Harvey Pekar","Harvey Pekar is file clerk at the local VA hospital. His interactions with his co-workers offer some relief from the monotony, and their discussions encompass everything from music to the decline of American culture to new flavors of jellybeans and life itself. At home, Harvey fills his days with reading, writing and listening to jazz. His apartment is filled with thousands of books and LPs, and he regularly scours Cleveland's thrift stores and garage sales for more, savoring the rare joy of a 25-cent find. It is at one of these junk sales that Harvey meets Robert Crumb, a greeting card artist and music enthusiast. When, years later, Crumb finds international success for his underground comics, the idea that comic books can be a valid art form for adults inspires Harvey to write his own brand of comic book. An admirer of naturalist writers like Theodore Dreiser, Harvey makes his American Splendor a truthful, unsentimental record of his working-class life, a warts-and-all self portrait. First published in 1976, the comic earns Harvey cult fame throughout the 1980s and eventually leads him to the sardonic Joyce Barber, a partner in a Delaware comic book store who end ups being Harvey's true soul mate as they experience the bizarre byproducts of Harvey's cult celebrity stature.",English,United States,Nominated for 1 Oscar. 31 wins & 50 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0MjYxNjY1MV5BMl5BanBnXkFtZTcwNDkwMjAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.4,"50,732",tt0305206,movie,06 May 2008,"$6,010,990",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Before Sunset,2004,R,30 Jul 2004,80 min,"Drama, Romance",Richard Linklater,"Richard Linklater, Julie Delpy, Ethan Hawke","Ethan Hawke, Julie Delpy, Vernon Dobtcheff","Early thirty-something American Jesse Wallace is in a Paris bookstore, the last stop on a tour to promote his best selling book, This Time. Although he is vague to reporters about the source material for the book, it is about his chance encounter nine years earlier on June 15-16, 1994 with a Parisienne named Celine, and the memorable and romantic day and evening they spent together in Vienna. At the end of their encounter at the Vienna train station, which is also how the book ends, they, not providing contact information to the other, vowed to meet each other again in exactly six months at that very spot. As the media scrum at the bookstore nears its conclusion, Jesse spots Celine in the crowd, she who only found out about the book when she earlier saw his photograph promoting this public appearance. Much like their previous encounter, Jesse and Celine, who is now an environmental activist, decide to spend time together until he is supposed to catch his flight back to New York, this time only being about an hour. Beyond the issue of the six month meeting, what has happened in their lives in the intervening nine years, and their current lives, they once again talk about their philosophies of life and love, this time with the knowledge of their day together and how it shaped what has happened to them.","English, French","United States, France",Nominated for 1 Oscar. 9 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,8.1,"270,937",tt0381681,movie,27 Sep 2005,"$5,820,649",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirteen,2003,R,19 Sep 2003,100 min,Drama,Catherine Hardwicke,"Catherine Hardwicke, Nikki Reed","Evan Rachel Wood, Holly Hunter, Nikki Reed","At the edge of adolescence, Tracy is a smart straight-A student--if not a little naive (it seems...she smokes and she cuts to alleviate the emotional pain she suffers from having a broken home and hating her mom's boyfriend, Brady.) When she befriends Evie, the most popular and beautiful girl in school, Evie leads Tracy down a path of sex, drugs and petty crime (like stealing money from purses and from stores). As Tracy transforms herself and her identity, her world becomes a boiling, emotional cauldron fueled by new tensions between her and her mother--as well as, teachers and old friends.","English, Spanish, Portuguese","United Kingdom, United States",Nominated for 1 Oscar. 14 wins & 49 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.8,"91,465",tt0328538,movie,12 Oct 2004,"$4,601,043",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gentleman's Agreement,1947,Not Rated,01 Mar 1948,118 min,"Drama, Romance",Elia Kazan,"Laura Z. Hobson, Moss Hart, Elia Kazan","Gregory Peck, Dorothy McGuire, John Garfield","Philip Green is a highly respected writer who is recruited by a national magazine to write a series of articles on anti-Semitism in America. He's not too keen on the series, mostly because he's not sure how to tackle the subject. Then it dawns on him: if he was to pretend to all and sundry that he was Jewish, he could then experience the degree of racism and prejudice that exists and write his story from that perspective. It takes little time for him to experience bigotry. His anger at the way he is treated also affects his relationship with Kathy Lacy, his publisher's niece and the person who suggested the series in the first place.",English,United States,Won 3 Oscars. 12 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTZhYWIxNmMtYzE2OS00YzljLWI2YTQtZTE0NDU5ZDQwZTc0L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",N/A,7.2,"17,019",tt0039416,movie,02 Mar 2004,N/A,N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter's Bone,2010,R,16 Jul 2010,100 min,"Drama, Mystery",Debra Granik,"Debra Granik, Anne Rosellini, Daniel Woodrell","Jennifer Lawrence, John Hawkes, Garret Dillahunt","Her family home in danger of being repossessed after her dad skips bail and disappears, Ozark teen Ree Dolly (Jennifer Lawrence) breaks the local code of conduct by confronting her kin about their conspiracy of silence. Should she fail to track her father down, Ree Dolly, her younger siblings, and their disabled mother will soon be rendered homeless.",English,United States,Nominated for 4 Oscars. 63 wins & 131 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.1,"145,400",tt1399683,movie,17 Aug 2010,"$6,531,503",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touching the Void,2003,R,12 Mar 2004,106 min,"Documentary, Adventure, Drama",Kevin Macdonald,Joe Simpson,"Simon Yates, Joe Simpson, Brendan Mackey","In 1985 two friends, Joe Simpson and Simon Yates, set out to climb Siula Grande in Peru via the West Face, a hitherto unaccomplished feat by any climber. After a tough ascent they succeed but on the descent they run into significant problems. Soon they are both in dire danger and the chances of surviving are slim.",English,"United Kingdom, United States",Won 1 BAFTA Award8 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMjExMzQ1NzMxOV5BMl5BanBnXkFtZTcwOTcyMDUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,8.0,"36,689",tt0379557,movie,15 Jun 2004,"$4,593,598",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander's Ragtime Band,1938,Approved,16 Aug 1938,106 min,"Drama, Music, Musical",Henry King,"Kathryn Scola, Lamar Trotti, Richard Sherman","Tyrone Power, Alice Faye, Don Ameche","Roger Grant, a classical violinist, disappoints his family and teacher when he organizes a jazz band, but he and the band become successful. Roger falls in love with his singer Stella, but his reluctance to lose her leads him to thwart her efforts to become a solo star. When the World War separates them in 1917, Stella marries Roger's best friend Charlie. Roger comes home after the war and an important concert at Carnegie Hall brings the corners of the romantic triangle together.",English,United States,Won 1 Oscar. 1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZWI4NzQ1N2UtNTgzYi00Zjg3LTg2NWItNTVlZDlkMGRiMWQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.9,"2,175",tt0029852,movie,07 Sep 2004,N/A,N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Me and You and Everyone We Know,2005,R,05 Aug 2005,91 min,"Comedy, Drama",Miranda July,Miranda July,"John Hawkes, Miranda July, Miles Thompson","'Me and You and Everyone We Know' is a poetic and penetrating observation of how people struggle to connect with one another in an isolating contemporary world. Christine Jesperson is a lonely artist and ""Eldercab"" driver who uses her fantastical artistic visions to draw her aspirations and objects of desire closer to her. Richard Swersey, a newly-single shoe salesman and father of two boys, is prepared for amazing things to happen, but when he meets the captivating Christine, he panics. Life is not so oblique for Richard's six-year-old Robby, who is having a risqué Internet romance with a stranger, or Robby's 14-year-old brother Peter, who becomes the guinea pig for neighborhood girls practicing for their future of romance and marriage.",English,"United States, United Kingdom",22 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMTM0NTY1ODI4NF5BMl5BanBnXkFtZTYwNzQ2OTc3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,"36,793",tt0415978,movie,27 Sep 2011,"$3,885,134",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inside Job,2010,PG-13,12 Nov 2010,109 min,"Documentary, Crime",Charles Ferguson,"Charles Ferguson, Chad Beck, Adam Bolt","Matt Damon, Gylfi Zoega, Andri Snær Magnason","'Inside Job' provides a comprehensive analysis of the global financial crisis of 2008, which at a cost over $20 trillion, caused millions of people to lose their jobs and homes in the worst recession since the Great Depression, and nearly resulted in a global financial collapse. Through exhaustive research and extensive interviews with key financial insiders, politicians, journalists, and academics, the film traces the rise of a rogue industry which has corrupted politics, regulation, and academia. It was made on location in the United States, Iceland, England, France, Singapore, and China.",English,United States,Won 1 Oscar. 8 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ3MjkyODA2Nl5BMl5BanBnXkFtZTcwNzQxMTU4Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,8.2,"76,718",tt1645089,movie,08 Mar 2011,"$4,312,735",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghost Dog: The Way of the Samurai,1999,R,24 Mar 2000,116 min,"Crime, Drama",Jim Jarmusch,Jim Jarmusch,"Forest Whitaker, Henry Silva, John Tormey","A hitman who lives by the code of the samurai, works for the mafia and finds himself in their crosshairs when his recent job doesn't go according to plan. Now he must find a way to defend himself and his honor while retaining the code he lives by.","English, French","France, Germany, United States, Japan",1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTQ5ZTc1NjAtMGNjNi00ZDY1LWIyM2EtZmM1NTcwMjkzNmMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.5,"93,282",tt0165798,movie,15 Aug 2000,"$3,308,029",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Frontal,2002,R,02 Aug 2002,101 min,"Comedy, Romance",Steven Soderbergh,Coleman Hough,"Julia Roberts, David Hyde Pierce, David Duchovny",Arty film-within-a-film revolves around seven people with little in common whose lives collide.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZWY5YjJhYWMtYWMwOC00NjU3LThhMmMtYTg4YmE0Y2FhZDdhXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,4.7,"11,142",tt0290212,movie,11 Feb 2003,"$2,512,846",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Witchboard,1986,R,13 Mar 1987,98 min,"Horror, Mystery, Thriller",Kevin Tenney,Kevin Tenney,"Todd Allen, Tawny Kitaen, Stephen Nichols","At a party, a guest brings out a Ouija board, and they attempt to contact a spirit he knows. The spirit does appear, but it becomes apparent to the one who brought the Ouija board that this is an evil spirit that is impersonating his spirit, and despite warnings not to use the board alone, a woman uses it alone, and becomes harassed by the evil spirit, his goal to possess her so he can walk the earth again.",English,"United Kingdom, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BNzhhODQwOTctYjdmMi00NWJjLTg1NjMtMWRhMWJlODNlMjFlXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.6,"7,449",tt0090327,movie,04 Feb 2014,"$7,369,373",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strangers with Candy,1999–2000,TV-14,07 Apr 1999,1 min,Comedy,N/A,"Stephen Colbert, Paul Dinello, Mitch Rouse","Amy Sedaris, Paul Dinello, Stephen Colbert","Jerri Blank is a 46-year-old ""boozer, user and a loser"" who tries to put her life back together again. The reformed runaway and addict returns to high school as a freshman, where she tries to fit in and act hip with girls 1/3 her age. Unfortunately, she hasn't quite shed her immoral background or acquired any ethics, and her bizarre family and frustrated schoolmates have trouble interacting with her.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGYyZjRkMGEtNTIyNC00ODdlLTgxYzQtZDQ0ZTZiMmZmOWMyXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"6,294",tt0194624,series,,,,,True,2,
