color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Running Man,1987,R,13 Nov 1987,101 min,"Action, Sci-Fi, Thriller",Paul Michael Glaser,"Stephen King, Steven E. de Souza","Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto","In the year 2019, the world economy has collapsed. The great freedoms of the United States are no longer, as the once great nation has sealed off its borders and become a militarized police state, censoring all film, art, literature, and communications. Even so, a small resistance force led by two revolutionaries manages to fight the oppression. With full control over the media, the government attempts to quell the nation's yearning for freedom by broadcasting a number of game shows on which convicted criminals fight for their lives. The most popular and sadistic of these programs is ""The Running Man,"" hosted by Damon Killian. When a peaceful protest of starving citizens gathers in Bakersfield, California, a police officer named Ben Richards is ordered to fire on the crowd, which he refuses to do. Subdued by the other officers, the attack is carried out, and Richards is framed for the murder of almost a hundred unarmed civilians. Following a daring jail break months later, Richards is captured once again and forced to appear on ""The Running Man"" with three other convicts. With their help, he fights his way through a cadre of sadistic gladiators hunting them down through the ruins of a Los Angeles earthquake, but promising Killian that he'll return to settle the score when the show's host double-crosses him. In the meantime, the contestants must search through the ruins for the resistance in the hopes of finally broadcasting the truth about the government.","English, Italian, Japanese",United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMWU4NzA2OWYtNGQ0MS00YWNkLTg4M2YtZjlkZmY1YmJjMDE4XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.6,"157,261",tt0093894,movie,07 Dec 1997,"$38,122,105",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Shop of Horrors,1986,PG-13,19 Dec 1986,94 min,"Comedy, Horror, Musical",Frank Oz,"Howard Ashman, Roger Corman, Charles B. Griffith","Rick Moranis, Ellen Greene, Vincent Gardenia","Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper. Soon enough, Seymour feeds Audrey's sadistic dentist boyfriend to the plant and later, Mushnik for witnessing the death of Audrey's ex. Will Audrey II take over the world or will Seymour and Audrey defeat it?",English,United States,Nominated for 2 Oscars. 2 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BYzUxZDI3MjktZmM4YS00MzdjLWE5MzctMmI4M2ViMDgxMmUzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.1,"79,494",tt0091419,movie,02 Dec 2002,"$39,032,001",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanna,2011,PG-13,08 Apr 2011,111 min,"Action, Adventure, Drama",Joe Wright,"Seth Lochhead, David Farr","Saoirse Ronan, Cate Blanchett, Eric Bana","Hanna (Saoirse Ronan) is a teenage girl. Uniquely, she has the strength, the stamina, and the skills of a soldier. These come from being raised by her father, Erik Heller (Eric Bana), an ex-C.I.A. man, in the wilds of Finland. Living a life unlike any other teenager, her upbringing and training have been one and the same, all geared to making her the perfect assassin. The turning point in her adolescence is a sharp one; sent into the world by her father on a mission, Hanna journeys stealthily across Europe while eluding agents dispatched after her by ruthless intelligence operative, Marissa Wiegler (Cate Blanchett), who has secrets of her own. As she nears her ultimate target, Hanna faces startling revelations about her existence and unexpected questions about her humanity.","English, French, German, Italian, Arabic, Spanish","United States, United Kingdom, Germany",8 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BMjljNzE0OTItM2Q1MS00MTUyLTg4YjgtMzUzZDRkMzkyN2NiXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.8,"201,343",tt0993842,movie,06 Sep 2011,"$40,259,119",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Family,2016,TV-PG,03 Mar 2016,4 min,"Drama, Mystery",N/A,Jenna Bans,"Joan Allen, Rupert Graves, Alison Pill","A community is rattled when a politician's son, who was presumed murdered years ago, returns home.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg1MjY4NDU4NV5BMl5BanBnXkFtZTgwNDIzNDMyODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"5,166",tt4428038,series,,,,,True,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mortal Kombat: Annihilation,1997,PG-13,21 Nov 1997,95 min,"Action, Adventure, Fantasy",John R. Leonetti,"Ed Boon, Lawrence Kasanoff, Joshua Wexler","Robin Shou, Talisa Soto, James Remar","Mortal Kombat is an ancient tournament where the Earth Realm warriors battle against the forces of Outworld. Liu Kang and a few chosen fighters fought and defeated the powerful sorcerer Shang Tsung, their victory would preserve the peace on Earth for one more generation. Taking place now where the first movie left off, the Earth realm warriors live a short period of peace when evil forces from another dimension come to invade and wreak havoc on Earth. They are guided by the forces of Outworld leader, Shao Kahn and his generals such as: Motaro, Rain, Ermac, Sheeva and Sindel. Now Liu Kang, Raiden, Jax, Sonya and Kitana must defeat Shao Kahn in six days before the Earth realm merges with the Outworld.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjdmZTU3MWMtZTU4ZC00NjYzLTk1NzAtODc2ZDY0ZWNhYWEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",11,3.6,"55,898",tt0119707,movie,25 Oct 2013,"$35,927,406",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Crowne,2011,PG-13,01 Jul 2011,98 min,"Comedy, Drama, Romance",Tom Hanks,"Tom Hanks, Nia Vardalos","Tom Hanks, Julia Roberts, Sarah Mahoney","Until he was downsized, affable, amiable Larry Crowne (Hanks) was a superstar team leader at the big-box company where he's worked since his time in the Navy. Underwater on his mortgage and unclear on what to do with his suddenly free days, Larry heads to his local college to start over. There he becomes part of a colorful community of outcasts, also-rans and the overlooked all trying to find a better future for themselves...often moving around town in a herd of scooters. In his public-speaking class, Larry develops an unexpected crush on his teacher Mercedes Tainot (Roberts), who has lost as much passion for teaching as she has for her husband. The simple guy who has every reason to think his life has stalled will come to learn an unexpected lesson: when you think everything worth having has passed you by, you just might discover your reason to live.",English,"United States, France",3 nominations,https://m.media-amazon.com/images/M/MV5BYjQ4MzlmZDUtN2ViMi00ZTAwLWFkMmItNGRlZmM1NjQ1ZmJjXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.1,"68,675",tt1583420,movie,15 Nov 2011,"$35,608,245",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrie,2013,R,18 Oct 2013,100 min,"Drama, Horror",Kimberly Peirce,"Lawrence D. Cohen, Roberto Aguirre-Sacasa, Stephen King","Chloë Grace Moretz, Julianne Moore, Gabriella Wilde","The outcast teenager Carrie White is bullied by her classmates at high school. Her mother, Margaret White, is a pious and paranoid woman that sees sin everywhere and the need of self-inflicting punishment. When Carrie has her first period, she does not understand what is happening to her and her classmates humiliate her in the changing room. The spiteful Chris Hargensen videotapes Carrie with her cellphone and posts it on the Internet. Their teacher Ms. Desjardin punishes the students, but when Chris challenges her, she is suspended and consequently is banned from the prom. Meanwhile, Carrie discovers that she has telekinesis and learns how to control her ability. Sue Snell, one of the girls that tormented Carrie, feels bad and asks her boyfriend Tommy Ross to invite Carrie to go with him to the prom to make up for what she did to Carrie. But Chris and her boyfriend Billy Nolan plot an evil prank with her friends to get back at Carrie.",English,United States,6 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BODg2MDU2MjYxNl5BMl5BanBnXkFtZTcwMDQ5MzU0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.8,"142,774",tt1939659,movie,14 Jan 2014,"$35,266,619",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Take the Lead,2006,PG-13,07 Apr 2006,118 min,"Drama, Music",Liz Friedlander,Dianne Houston,"Antonio Banderas, Rob Brown, Yaya DaCosta","In New York, the polite dance instructor Pierre Dulaine sees a black teenager vandalizing the car of the director of a public school and on the next day he volunteers to teach dance to students to give respect, dignity, self-confidence, trust and teamwork. The reluctant director Augustine James offers the troublemakers that are in detention expecting Pierre to give-up of his intentions. Pierre struggles against the prejudice and ignorance of the students, parents and other teachers, but wins his battle when the group accepts to compete in a ballroom dance contest.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjAwODMxMjk2OF5BMl5BanBnXkFtZTYwNDEwMTY2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"26,121",tt0446046,movie,29 Aug 2006,"$34,742,066",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entourage,2004–2011,TV-MA,18 Jul 2004,28 min,"Comedy, Drama",N/A,Doug Ellin,"Kevin Connolly, Adrian Grenier, Kevin Dillon","In this sitcom, the suddenly risen film star Vince Chase, a 'jeune premiere' of humble origins, learns the ropes of the business and the high-profile world of the wealthy happy few in and around Hollywood, but not alone: he brings from his native New York his atypical 'entourage (hence the title), not glitterati or professionals but a close circle of friends since childhood, and his professional agent finds they often make his job harder as the Queens boys not only sponge on the star but also have his ear, so Vince is much harder to counsel. Vince chooses his friend from home Eric as his manager, and LA professional Ari Gold as his agent. Over the course of the Series, they progress from kids from Queens, to actors, to producers and chase the funding and support to try to make the perfect movie for Vincent.",English,United States,Won 6 Primetime Emmys. 14 wins & 106 nominations total,https://m.media-amazon.com/images/M/MV5BZDg3ZDc2MDQtNzQwZi00YzFjLTgyOTMtMDMzZTc5N2VlNTg2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"171,638",tt0387199,series,,,,,True,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gridiron Gang,2006,PG-13,15 Sep 2006,125 min,"Biography, Crime, Drama",Phil Joanou,"Jeff Maguire, Jac Flanders","Dwayne Johnson, Xzibit, L. Scott Caldwell","In the Kilpatrick juvenile detention center, the supervisor and former football player Sean Porter sees the lack of discipline, self-esteem, union and perspective in the teenage interns and proposes to prepare a football team to play in one league. He is supported by his superiors and his successful experience changes the lives of many young kids.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzk4NTAwNTAzN15BMl5BanBnXkFtZTcwNjczODYzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.1,"78,265",tt0421206,movie,16 Jan 2007,"$38,432,823",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,What's the Worst That Could Happen?,2001,PG-13,01 Jun 2001,94 min,"Comedy, Crime",Sam Weisman,"Donald E. Westlake, Matthew Chapman","Martin Lawrence, Danny DeVito, John Leguizamo",Thief Kevin Caffery attempts to rob from the home of rich businessman Max Fairbanks. But Fairbanks catches him and steals his cherished ring that his girlfriend gave him. Caffery is then bent on revenge and getting his ring back with the help of his partners.,"English, American Sign ",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTgyNTY4MzgzOF5BMl5BanBnXkFtZTcwMDQ1Nzg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.4,"16,142",tt0161083,movie,01 Jan 2002,"$32,269,834",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2009,PG-13,09 Sep 2009,79 min,"Animation, Action, Adventure",Shane Acker,"Pamela Pettler, Shane Acker, Ben Gluck","Elijah Wood, Jennifer Connelly, Crispin Glover","In a world destroyed in a war between man and machine, a hand-stitched doll with the number 9 written on its back comes to life. The world he has awakened in is frightening, but he quickly learns that he is not alone and that there are others like him, also with a single digit written on their back. The first one he encounters is 2 who tells him something of what happened to the world. 2 is also thrilled with the disk 9 is carrying, one with three unique symbols on the front. 9 soon learns that the disk and some of the other dolls who are prepared to die for the good of humankind may be the last hope for man's salvation.",English,"United States, Canada, Luxembourg",9 nominations,https://m.media-amazon.com/images/M/MV5BMTY2ODE1MTgxMV5BMl5BanBnXkFtZTcwNTM1NTM2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.0,"142,325",tt0472033,movie,29 Dec 2009,"$31,749,894",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Side Effects,2013,R,08 Feb 2013,106 min,"Crime, Drama, Mystery",Steven Soderbergh,Scott Z. Burns,"Rooney Mara, Channing Tatum, Jude Law","Despite being reunited with her husband from prison, Emily Taylor becomes severely depressed with emotional episodes and suicide attempts. After conferring with her previous doctor, her psychiatrist, Jonathan Banks, eventually prescribes an experimental new medication called Ablixa, but the drug's side-effects lead to Emily killing her husband while in a ""sleepwalking"" state. With Emily plea-bargained into mental-hospital confinement and Dr. Banks' practice crumbling around him, the case seems closed. However, Dr. Banks cannot accept full responsibility and investigates to clear his name. What follows is a dark quest that threatens to tear apart what's left of his life even as he discovers the diabolical truth of this tragedy.","English, French",United States,5 nominations,https://m.media-amazon.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.1,"192,508",tt2053463,movie,21 May 2013,"$32,172,757",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Prince and Me,2004,PG,02 Apr 2004,111 min,"Comedy, Family, Romance",Martha Coolidge,"Mark Amin, Katherine Fugate, Jack Amiel","Julia Stiles, Luke Mably, Miranda Richardson","At the University of Wisconsin in Madison, Paige, a pre-med student and a farm girl from Manitowoc, meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves. Paige takes Eddie to her home for the Thanksgiving weekend. Paparazzi find and photograph the couple, and Paige learns that Eddie is truly Crown Prince Edvard. Failing health causes King Haraald to abdicate in favor of Edvard, so Eddie returns to Copenhagen, then Paige follows her heart to Copenhagen, where Edvard warmly welcomes her, takes her to the castle, and introduces her to the royal family. Queen Rosalind first expresses opposition to Paige but later relents; King Haraald soon warms to her; Edvard proposes, Paige accepts, and he gives her a ring. However, Paige recalls her previous dream of going to Doctors Without Borders, so she breaks off and returns to school. Still, though, Edvard shows up at Paige's graduation and suggests an alternate plan.","English, Danish, German","United States, Czech Republic",1 nomination,https://m.media-amazon.com/images/M/MV5BYTllMGQzZGQtNzZmMy00ZjA2LWExNzMtYjViNGU4YzRmNGE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.8,"40,191",tt0337697,movie,10 Aug 2004,"$28,176,497",N/A,N/A,True,
